ROUND_SHOT_ID,ROUND_HOLE_ID,HOLE_NO,PLAYED_DT_TIME,COURSE_NAME,SHORT_DESCR,FAIRWAY_FLAG,FAIRWAY_RIGHT_FLAG,FAIRWAY_LEFT_FLAG,START_TO_CG_DIST,END_TO_CG_DIST,START_TERRAIN,END_TERRAIN,SHOT_DIST,IGNORE_FLAG,RCVR_REQUIRED_FLAG,FP_OR_MISSED_FLAG,LEFT_FLAG,RIGHT_FLAG,CENTER_LINE_DIST
16449974,623017,13,8/30/2015 8:33:04  PM ,Westchester CC - West,Dr,T,F,F,369.4779968,185.1790009,tee,fairway,195.9429932,F,,F,T,F,3.323280096
24155793,5984106,6,7/27/2016 1:18:04  PM ,Old Oaks CC,Dr,T,F,F,330.4869995,103.927002,tee,fairway,234.0939941,F,,F,F,T,5.231490135
45179802,9748820,2,8/18/2017 2:22:45  PM ,The Apawamis Club,3w,F,T,F,312.9729919,187.8320007,tee,rough,125.3209991,F,,F,F,T,6.293829918
25763407,5742091,7,9/11/2015 10:37:03  PM ,Innis Arden GC,4h,T,F,F,272.6669922,109.6780014,tee,fairway,168.2680054,F,,F,T,F,0.149396002
56763820,12370846,9,3/1/2018 3:48:04  PM ,Seminole GC,Dr,T,F,F,442.2189941,242.2510071,tee,fairway,201.9299927,F,,F,F,T,12.65629959
23087650,1338586,6,10/20/2014 8:30:01  PM ,Longshore Club Park,Dr,T,F,F,365.8080139,135.2550049,tee,fairway,232.3370056,F,,F,T,F,4.060420036
7632251,3700160,11,7/16/2015 7:37:04  PM ,Garden City GC,Dr,T,F,F,389.571991,167.6340027,tee,fairway,221.9380035,F,,F,T,F,11.34300041
24634996,3291107,12,11/2/2014 8:37:03  PM ,The Tuxedo Club,Dr,T,F,F,371.2929993,190.7510071,tee,fairway,186.2700043,T,,F,F,T,6.925859928
13575064,685115,11,4/21/2016 4:38:04  PM ,The Ridgewood CC - East/West,Dr,T,F,F,338.0620117,96.10399628,tee,fairway,242.5010071,F,,F,F,T,6.239980221
63415593,13838023,5,5/9/2018 2:21:32  PM ,Shinnecock Hills GC,Dr,F,T,F,456.1629944,265.2900085,tee,rough,196.1970062,F,,F,F,T,44.49700165
30832846,6574656,7,3/30/2017 6:40:21  PM ,Oak Hills Park GC,Dr,T,F,F,282.4869995,76.98210144,tee,fairway,213.7420044,F,,F,T,F,1.506420016
29459117,2185583,3,2/23/2017 8:07:04  PM ,Westchester CC - South,Dr,F,T,F,414.2919922,193.0599976,tee,rough,235.4190063,F,,F,F,T,31.98620033
49029829,10646646,4,9/28/2017 1:55:53  PM ,Streamsong Resort - Red,Dr,T,F,F,291.2909851,60.94599915,tee,fairway,230.3450012,F,,F,F,T,13.35169983
