ROUND_HOLE_ID,TERRAIN_DESCR,ROUND_SHOT_ID,FAIRWAY_FLAG,FAIRWAY_RIGHT_FLAG,FAIRWAY_LEFT_FLAG,RCVR_SHOT_FLAG,STROKE_GAINED,START_TO_CG_DIST,END_TO_CG_DIST,START_TERRAIN_ID,END_TERRAIN_ID,SHOT_DIST,FAIRWAY_BOUNDS_DIST,PENALTY_CNT,IGNORE_FLAG,RCVR_REQUIRED_FLAG,FP_OR_MISSED_FLAG,LEFT_FLAG,RIGHT_FLAG,CENTER_LINE_DIST,SRC_KEY,DML_INS_DT,DML_INS_BATCH,DML_UPD_DT,DML_UPD_BATCH,DML,Name,Date,Hole,,sqr x,sqr y
7394921,rough,34479229,F,F,T,,-0.573018014,430,270.0700073,1,2,230.5090027,20.50250053,0,F,T,F,T,F,5.837440014,798943-13-1,5/15/2017 6:14,,5/16/2017 5:21,,U,CALEB ,"May. 25th, 2018",9,,34.07570592,479.0732272
8261777,rough,38469894,F,T,F,,-0.0130211,336.321991,133.5039978,1,2,209.246994,8.36977005,0,F,T,F,F,T,26.76810074,910900-4-1,6/22/2017 5:30,,6/23/2017 7:29,,U,BAILEY ,"Apr. 21th, 2018",10,,716.5312172,0.391541515
8913381,rough,41291471,F,F,T,T,-0.627665997,250.4440002,209.2460022,2,2,234.3370056,0.81269002,0,F,,F,T,F,24.31719971,983560-18-2,7/16/2017 5:35,,7/17/2017 5:37,,U,ELIJAH ,"Apr. 24th, 2018",11,,591.3262017,661.2995091
8276408,fairway,38425077,T,F,F,T,-0.335759014,233.5769958,151.276001,2,5,76.28050232,14.51669979,0,F,,F,T,F,23.13780022,910900-13-2,6/22/2017 5:30,,6/23/2017 7:29,,U,TAYLOR ,"Apr. 25th, 2018",12,,535.357799,17514.07647
6348978,rough,29839791,F,F,T,,-0.0265882,450.6369934,210.0160065,1,2,262.2850037,12.09749985,0,F,T,F,T,F,9.858949661,673754-1-1,3/11/2017 6:03,,3/12/2017 5:34,,U,ROBERT ,"May. 21th, 2018",2,,97.19888842,2879.797257
8262587,rough,38468047,F,T,F,,-1.199800014,509.0910034,319.5339966,1,2,230.503006,18.17040062,1,F,,F,F,T,6.851560116,911416-14-1,6/22/2017 5:30,,6/23/2017 7:29,,U,KAYDEN ,"Apr. 24th, 2018",9,,46.94387602,478.8107547
6353603,rough,29798709,F,T,F,,-0.251111001,391.7290039,198.4429932,1,2,222.1589966,20.30660057,0,F,T,F,F,T,18.56690025,673754-10-1,3/11/2017 6:03,,3/12/2017 5:34,,U,KYLE ,"Apr. 5th, 2018",16,,344.7297849,183.2702793
7116013,rough,33325618,F,F,T,,-0.907198012,335.3890076,269.7619934,1,2,113.4670029,59.48099899,0,F,T,F,T,F,28.03149986,768610-9-1,5/1/2017 3:38,,5/2/2017 3:32,,U,FREDERICK ,"Apr. 21th, 2018",17,,785.7649844,9054.332876
6944858,fairway,32573153,T,F,F,T,-0.503678024,195.1340027,127.0490036,2,5,236.6730042,8.590189934,0,F,,F,F,T,3.846999884,751109-2-2,4/23/2017 3:46,,4/24/2017 3:49,,U,BEN ,"May. 24th, 2018",18,,14.79940811,786.9002844
9778131,rough,45109574,F,F,T,T,-0.0267382,343.5920105,185.3589935,2,2,214.2350006,65.18689728,0,F,,F,T,F,1.85055995,1073926-9-2,8/20/2017 10:57,,8/21/2017 5:37,,U,REECE ,"Apr. 25th, 2018",4,,3.424572129,31.51406985
9753300,rough,45205796,F,F,T,,-0.086583301,396.9559937,180.348999,1,2,182.7409973,23.20940018,0,F,T,F,T,F,11.16460037,1078476-11-1,8/20/2017 10:57,,8/21/2017 5:37,,U,JACKSON ,"Apr. 21th, 2018",5,,124.6483014,669.7880604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20653.50486,,,,,,,,,,,,,,,,,,,41984.36043,162235.4258
,,,,,,,,,,,,208.6212612,,,,,,,,,,,,,,,,,,,20.59331078,40.48137442
